date-time,pos,price,ts,PnL
03-07-2022 09:00:04,xl,19256.21,1656824404,-5.71
03-07-2022 14:00:01,es,19042.26,1656842401,0
04-07-2022 02:00:01,el,19300.0,1656885601,-1.34
04-07-2022 16:00:03,xl,19823.44,1656936003,2.71
04-07-2022 18:00:00,el,19529.08,1656943200,0
04-07-2022 20:00:01,xl,19801.48,1656950401,1.39
04-07-2022 22:00:01,el,19907.74,1656957601,0
04-07-2022 22:00:01,xl,19907.75,1656957601,0.0
04-07-2022 23:00:00,el,19930.72,1656961200,0
05-07-2022 03:00:02,xl,20165.33,1656975602,1.18
05-07-2022 04:00:02,el,20234.25,1656979202,0
05-07-2022 05:00:02,xl,20399.71,1656982802,0.82
05-07-2022 06:00:01,el,20294.1,1656986401,0
05-07-2022 18:00:02,es,19391.68,1657029602,-4.45
06-07-2022 01:00:01,el,20455.6,1657054801,-5.2
06-07-2022 01:00:04,xl,20467.08,1657054804,0.06
06-07-2022 02:00:01,el,20379.88,1657058401,0
07-07-2022 19:00:02,xl,20926.37,1657206002,2.68
07-07-2022 21:00:00,el,21090.23,1657213200,0
07-07-2022 21:00:02,xl,21088.29,1657213202,-0.01
07-07-2022 22:00:01,el,20910.66,1657216801,0
08-07-2022 00:00:02,xl,21816.61,1657224002,4.33
08-07-2022 01:00:01,el,21624.04,1657227601,0
08-07-2022 06:00:01,xl,22140.23,1657245601,2.39
08-07-2022 07:00:01,el,21990.21,1657249201,0
10-07-2022 08:00:01,es,21291.51,1657425601,-3.18
10-07-2022 18:00:01,xs,21076.94,1657461601,1.02
10-07-2022 20:00:01,es,20899.04,1657468801,0
11-07-2022 06:00:02,xs,20545.38,1657504802,1.72
11-07-2022 08:00:02,es,20540.15,1657512002,0
12-07-2022 02:00:01,xs,20238.83,1657576801,1.49
12-07-2022 05:00:03,es,19815.59,1657587603,0
12-07-2022 12:00:02,xs,19730.22,1657612802,0.43
12-07-2022 13:00:00,es,19773.01,1657616400,0
13-07-2022 00:00:02,xs,19391.01,1657656002,1.97
13-07-2022 02:00:01,es,19347.53,1657663201,0
13-07-2022 17:00:03,xs,19153.77,1657717203,1.01
13-07-2022 19:00:02,es,19580.35,1657724402,0
14-07-2022 05:00:01,el,20312.03,1657760401,-3.6
14-07-2022 15:00:01,es,19781.1,1657796401,-2.61
14-07-2022 23:00:02,el,20701.52,1657825202,-4.45
